,CompLex_complexity,WCL_complexity,SemEval2016_complexity,BEA2018_News_binaryComplexity,BEA2018_News_probabilisticComplexity,BEA2018_WikiNews_binaryComplexity,BEA2018_WikiNews_probabilisticComplexity,BEA2018_Wikipedia_binaryComplexity,BEA2018_Wikipedia_probabilisticComplexity,tokens
4021,,(3.1667+0j),0j,,,,,,,certainty
4022,,(2.5+0j),0j,,,,,,,certificate
4023,,(2.8571+0j),0j,,,,,,,certificates
4024,,(4.1429+0j),0j,,,,,,,certification
4025,,(3.7143+0j),,,,,,,,certifications
4026,,(3.1429+0j),0j,,,,,,,certified
4027,,,0j,,,,,,,certifies
4028,,(2.6667+0j),,,,,,,,certify
4029,,(4.5714+0j),,,,,,,,cervical
4030,,,(1+0j),,,,,,,cetacean
4031,,,(1+0j),,,,,,,cetaceans
4032,,,(1+0j),,,,,,,cetera
4033,,,(1+0j),,,,,,,cetology
4034,(0.6911764705882352+0j),,,,,,,,,cf phenotype
4035,,(3.8+0j),,,,,,,,cfo
4036,,(4.4+0j),,,,,,,,cgi
4037,,,(1+0j),,,,,,,ch
4038,,(2.1667+0j),,,,,,,,chad
4039,,,,0j,0j,,,,,chadi
4040,,,0j,,,,,,,chaff
4041,,(2+0j),0j,0j,0j,,,0j,0j,chain
4042,,(2+0j),0j,,,,,(0.5+0j),(0.075+0j),chains
4043,,(1.6667+0j),0j,,,,,,,chair
4044,,(2.6+0j),(0.3333333333333333+0j),,,,,,,chaired
4045,,(2.5+0j),(0.18181818181818182+0j),,,,,0j,0j,chairman
4046,,,,,,,,(1+0j),(0.2+0j),chairman of the board
4047,,(2.8571+0j),,,,,,,,chairperson
4048,,(1.5714+0j),,,,,,,,chairs
4049,,,(0.5+0j),,,,,,,chalk
4050,,(2.4286+0j),0j,,,(1+0j),(0.07500000000000001+0j),,,challenge
4051,,,,,,(1+0j),(0.05+0j),,,challenge his exclusion
4052,,(2.5+0j),0j,(1+0j),(0.1+0j),(1+0j),(0.3+0j),,,challenged
4053,,(3+0j),0j,,,,,,,challenger
4054,,(2.5714+0j),0j,(1+0j),(0.05+0j),(1+0j),(0.2+0j),,,challenges
4055,,(2.8571+0j),0j,,,(1+0j),(0.55+0j),,,challenging
4056,,(2.6667+0j),(0.5+0j),,,,,(1+0j),(0.1+0j),chamber
4057,,(3.1667+0j),0j,,,,,,,chambers
4058,,,0j,,,,,,,chameleon
4059,,(2.5714+0j),,,,0j,0j,,,champ
4060,,,,,,(1+0j),(0.05+0j),,,champ car driver
4061,,(3.5714+0j),0j,,,,,,,champagne
4062,,(2.5+0j),,,,,,,,champaign
4063,,(3+0j),0j,,,0j,0j,,,champion
4064,,(3+0j),0j,,,0j,0j,0j,0j,champions
4065,,,,,,(1+0j),(0.05+0j),,,champions league
4066,,(2.8571+0j),0j,,,,,,,championship
4067,,(3+0j),0j,,,,,(1+0j),(0.15+0j),championships
4068,,(2.5+0j),,,,,,,,champs
4069,,,,,,(0.5+0j),(0.025+0j),,,chan-o-cha
4070,,(1.8333+0j),0j,0j,0j,0j,0j,,,chance
4071,,,,,,0j,0j,,,chance of success
4072,,,0j,,,,,,,chancel
4073,,(3.8571+0j),,,,,,,,chancellor
4074,,,0j,,,,,,,chancellorship
4075,,(1.5+0j),0j,,,,,,,chances
4076,,(3.3333+0j),,,,,,,,chandler
4077,,(2.8+0j),,,,,,,,chanel
4078,,(2.8333+0j),,,,,,,,chang
4079,,(1.4286+0j),0j,,,0j,0j,0j,0j,change
4080,,,,,,,,0j,0j,change in username
4081,,(1.5714+0j),0j,0j,0j,(0.25+0j),(0.0125+0j),0j,0j,changed
4082,,,,,,(1+0j),(0.05+0j),,,changed hands
4083,,(3.6+0j),,,,,,,,changelog
4084,,,0j,,,,,,,changeover
4085,,(2.2+0j),,,,,,,,changer
4086,,(1.3333+0j),0j,,,,,,,changes
4087,,(1.8571+0j),0j,,,,,,,changing
4088,,(2.3333+0j),(0.14285714285714285+0j),,,,,,,channel
4089,,(2.2857+0j),0j,,,,,(1+0j),(0.1+0j),channels
4090,,,,,,(1+0j),(0.25+0j),,,chanted
4091,,,(1+0j),,,,,,,chantry
4092,,(2.8571+0j),0j,(1+0j),(0.6+0j),,,,,chaos
4093,,(3.1667+0j),0j,,,,,(1+0j),(0.05+0j),chapel
4094,,,,,,,,(1+0j),(0.05+0j),chapel of nuestra señora del rosario
4095,,,0j,,,,,,,chapels
4096,,,0j,,,,,,,chaperone
4097,(0.6736111111111112+0j),,,,,,,,,chaperone activity
4098,,,0j,,,,,,,chaperones
4099,,,(1+0j),,,,,,,chaplain
4100,,(3.5+0j),,,,,,,,chapman
4101,,(2.3333+0j),(0.25+0j),0j,0j,,,,,chapter
4102,,(2.2857+0j),0j,,,,,,,chapters
4103,,(1.8+0j),,,,,,,,char
4104,,(2.2857+0j),0j,,,,,(0.7142857142857143+0j),(0.07857142857142858+0j),character
4105,,,,,,,,(1+0j),(0.05+0j),character intermediate
4106,,,0j,,,,,,,character-based
4107,,,0j,,,,,,,characterised
4108,,(3.1429+0j),0j,,,,,(1+0j),(0.4+0j),characteristic
4109,,,0j,,,,,,,characteristical
4110,,,0j,,,,,,,characteristically
4111,,(3.1667+0j),0j,,,,,,,characteristics
4112,,(3.4286+0j),,,,,,,,characterization
4113,,(3.4286+0j),,,,,,,,characterize
4114,,(3.5714+0j),0j,,,,,,,characterized
4115,,,0j,,,,,,,characterizes
4116,,,0j,,,,,,,characterizing
4117,,(2.5+0j),0j,,,,,0j,0j,characters
4118,,,,,,(1+0j),(0.85+0j),,,charade
4119,,(2.3333+0j),,,,,,,,charcoal
4120,,(2+0j),0j,(0.25+0j),(0.025+0j),0j,0j,,,charge
4121,,(2.4286+0j),0j,(0.6666666666666666+0j),(0.08333333333333333+0j),(0.4+0j),(0.04+0j),,,charged
4122,,(2.5+0j),,,,,,,,charger
4123,,(2.4286+0j),,,,,,,,chargers
4124,,(1.8571+0j),0j,0j,0j,0j,0j,,,charges
4125,,(2.5714+0j),,,,,,,,charging
4126,,,0j,,,,,,,chariot
4127,,(3.5714+0j),,,,,,,,charitable
4128,,(3+0j),0j,,,,,,,charities
4129,,(2.8+0j),0j,,,(1+0j),(0.15+0j),,,charity
4130,,,,,,,,0j,0j,charlemagne
4131,,(2.1667+0j),,,,0j,0j,0j,0j,charles
4132,,,,,,0j,0j,,,charles bolden
4133,,(2.6667+0j),,,,,,,,charlie
4134,,(3.2857+0j),,,,,,,,charlotte
4135,,(5+0j),,,,,,,,charlottesville
4136,,(3.4+0j),,,,,,,,charlton
4137,,(2.2857+0j),0j,,,,,,,charm
4138,,(2.4286+0j),,,,,,,,charming
4139,,(2.7143+0j),,,,,,,,charms
4140,,,,,,0j,0j,,,charon
4141,,,(1+0j),,,,,,,charred
4142,,(4.5+0j),,,,,,,,charset
4143,,(2.1667+0j),0j,,,,,,,chart
4144,,,0j,,,,,,,charted
4145,,(2.8333+0j),(0.16666666666666666+0j),,,,,,,charter
4146,,(3.8333+0j),0j,,,,,,,chartered
4147,,(3.6+0j),,,,,,,,charters
4148,,,0j,,,,,,,charting
4149,,(2+0j),0j,,,,,,,charts
4150,,(2.1429+0j),(0.5+0j),0j,0j,(1+0j),(0.1+0j),,,chase
4151,,,0j,,,,,,,chases
4152,,(2.3333+0j),0j,,,,,,,chasing
4153,,(3.5+0j),0j,,,,,,,chassis
4154,,(1.6667+0j),0j,,,,,,,chat
4155,,(4.6+0j),,,,,,,,chateau
4156,,(4.6667+0j),,,,,,,,chatham
4157,,(4.8+0j),,,,,,,,chattanooga
4158,,(3.3333+0j),,,,,,,,chavez
4159,,(1.6667+0j),(0.3333333333333333+0j),,,,,,,cheap
4160,(0.4558823529411765+0j),,,,,,,,,cheap nationalism
4161,,(2.2857+0j),0j,,,,,,,cheaper
4162,,(2.4286+0j),,,,,,,,cheapest
4163,,(1.7143+0j),,,,,,,,cheat
4164,,(1.8+0j),,,,,,,,cheating
4165,,(1.6667+0j),,,,,,,,cheats
4166,,,(1+0j),,,,,,,chechen
4167,,(1.5714+0j),0j,,,,,,,check
4168,,,0j,,,,,,,checkbox
4169,,(2.4286+0j),,,,,,,,checkboxes
4170,,(1.6667+0j),0j,,,(1+0j),(0.1+0j),,,checked
4171,,(2.6667+0j),,,,,,,,checker
4172,,,,,,,,(1+0j),(0.2+0j),checkerboard
4173,,(2+0j),0j,,,,,,,checking
4174,,(1.8333+0j),,,,,,,,checklist
4175,,(2.5714+0j),,,,,,,,checkout
4176,,(1.5714+0j),,,,,,,,checks
4177,,(4.2857+0j),,,,,,,,checksum
4178,,,,,,,,(1+0j),(0.1+0j),checkuser
4179,,,,,,,,(1+0j),(0.15+0j),checkuser tool
4180,,(1.5714+0j),0j,,,,,,,cheek
4181,(0.2115384615384615+0j),,,,,,,,,cheek bone
4182,,(2+0j),,,,,,,,cheeks
4183,,(1.8571+0j),,,,,,,,cheer
4184,(0.2638888888888888+0j),,,,,,,,,cheerful feasts
4185,,,,,,,,(1+0j),(0.45+0j),cheerfulness
4186,,(2.3333+0j),,,,,,,,cheerleader
4187,,(2.7143+0j),0j,,,,,,,cheerleaders
4188,,,0j,,,,,,,cheerless
4189,,(1.5714+0j),,,,,,,,cheers
4190,,(1.8571+0j),0j,,,,,,,cheese
4191,,(1.8571+0j),0j,,,0j,0j,,,chef
4192,,,(1+0j),,,,,,,chelicerae
4193,,(2.5714+0j),,,,0j,0j,,,chelsea
4194,,(4.6667+0j),,,,,,,,cheltenham
4195,,(2.6+0j),,,,,,,,chem
4196,,(2.6+0j),0j,,,(1+0j),(0.1+0j),(0.5+0j),(0.025+0j),chemical
4197,,,,,,,,0j,0j,chemical compounds
4198,,,,,,(1+0j),(0.05+0j),,,chemical recognition
4199,,,,,,(1+0j),(0.15+0j),,,chemical recognition abilities
4200,,(2.6667+0j),0j,,,(1+0j),(0.08333333333333333+0j),,,chemicals
4201,,(3+0j),0j,,,,,(1+0j),(0.08333333333333333+0j),chemistry
4202,,,(1+0j),,,,,,,chemosynthesis
4203,,,(1+0j),,,,,,,chemosynthetic
4204,,(4.8333+0j),,,,,,,,chemotherapy
4205,,(2.2+0j),,,,,,,,chen
4206,,(3+0j),,,,,,,,cheng
4207,,(2.7143+0j),,,,,,,,chennai
4208,,(2.1667+0j),,,,,,,,cheque
4209,,,0j,,,,,,,chequered
4210,,,,,,,,0j,0j,chernov
4211,,(5+0j),,,,,,,,cherokee
4212,,,0j,,,,,,,cherries
4213,,(2+0j),0j,,,,,,,cherry
4214,,,,,,,,(1+0j),(0.1+0j),cherubino
4215,,(3.3333+0j),,,,,,,,cheryl
4216,,(4.8333+0j),,,,,,,,chesapeake
4217,,(2+0j),(0.3076923076923077+0j),,,,,,,chess
4218,,(1.6+0j),0j,(1+0j),(0.05+0j),,,,,chest
4219,,(3.4+0j),,,,,,,,chesterfield
4220,,(2.6667+0j),0j,,,,,,,chestnut
4221,,,0j,,,,,,,chests
4222,,(3.5+0j),,,,,,,,chevrolet
4223,,,(1+0j),,,,,,,chevron-shaped
4224,,(3+0j),,,,,,,,chevy
4225,,,0j,,,,,,,chewed
4226,,(3.3333+0j),,,,,,,,cheyenne
4227,,(2+0j),,,,,,,,chi
4228,,,(1+0j),,,,,,,chia
4229,,(3+0j),,,,,,,,chiang
4230,,(2.1429+0j),,,,,,,,chicago
4231,,,(1+0j),,,,,,,chicanes
4232,,(1.5714+0j),,,,,,,,chick
4233,,(1.8333+0j),0j,,,0j,0j,,,chicken
4234,,,,,,(1+0j),(0.05+0j),,,chicken stowaways
4235,,(2.1667+0j),0j,,,,,,,chickens
4236,,(1.7143+0j),,,,,,,,chicks
4237,,(1.8+0j),0j,0j,0j,(0.375+0j),(0.018750000000000003+0j),0j,0j,chief
4238,,,,(1+0j),(0.05+0j),,,(1+0j),(0.1+0j),chief executive
4239,,,,(1+0j),(0.05+0j),,,,,chief executive officer
4240,,,,,,(1+0j),(0.05+0j),,,chief minister
4241,,(2.2857+0j),,,,,,0j,0j,chiefs
4242,,,(0.5+0j),,,,,,,chieftains
4243,,(1.2857+0j),0j,0j,0j,,,,,child
4244,,,,(1+0j),(0.2+0j),,,,,child welfare investigators
4245,,,0j,,,,,,,child-like
4246,,(2.4286+0j),0j,,,,,,,childcare
4247,,(2.1667+0j),0j,,,,,,,childhood
4248,,(1.5+0j),0j,0j,0j,0j,0j,0j,0j,children
4249,,(1.6667+0j),,,,,,,,childrens
4250,,(2.8571+0j),,,,,,,,chile
4251,,(4+0j),,,,,,,,chilean
4252,,(2.3333+0j),,,,,,,,chili
4253,,(1.3333+0j),,,,,,,,chill
4254,,,0j,,,,,,,chilled
4255,,,,,,0j,0j,,,chilton
4256,,,0j,,,,,,,chime
4257,,,0j,,,,,,,chimp
4258,,,(1+0j),,,,,,,chimps
4259,,(1.7143+0j),0j,,,,,,,chin
4260,,(1.8+0j),0j,0j,0j,0j,0j,0j,0j,china
4261,,,,,,,,(1+0j),(0.05+0j),china and malaysia
4262,,,,0j,0j,,,,,china-philippine
4263,,(2.8333+0j),,,,,,,,chinatown
4264,,(1.8333+0j),,0j,0j,,,,,chinese
4265,,,,(1+0j),(0.05+0j),,,,,chinese ambassador
4266,,,,(1+0j),(0.05+0j),,,,,chinese antitrust
4267,(0.2249999999999999+0j),,,,,,,,,chinese citizens
4268,,,,(1+0j),(0.05+0j),,,,,chinese fishing vessels
4269,,,,(0.5+0j),(0.025+0j),,,,,chinese maritime surveillance ships
4270,,,,(1+0j),(0.1+0j),,,,,chinese sovereign wealth fund
4271,,,,0j,0j,,,,,chinese sovereignty
4272,,,,0j,0j,,,,,chinese surveillance craft
4273,,,,(1+0j),(0.05+0j),,,,,chinese surveillance vessels
4274,,,,(1+0j),(0.05+0j),,,,,chinese vessels
4275,,(2.1429+0j),,,,,,,,chip
4276,,(1.8333+0j),,,,,,,,chips
4277,,(4.8571+0j),,,,,,,,chiropractic
4278,,,(1+0j),,,,,,,chitin
4279,,,(1+0j),,,,,,,chiton
4280,,,(1+0j),,,,,,,chitons
4281,,,0j,,,,,,,chivalry
4282,,(2.6+0j),,,,,,,,chloe
4283,,(3.2857+0j),,,,,,(1+0j),(0.15+0j),chloride
4284,,,,,,,,(1+0j),(0.2+0j),chlorin
4285,,,,,,,,(1+0j),(0.1+0j),chlorin ring
4286,,,,,,,,0j,0j,chlorin ring in chlorophyll
4287,,,0j,,,,,,,chlorine
4288,,,(1+0j),,,,,(1+0j),(0.3+0j),chlorophyll
4289,,,0j,,,,,,,chloroplasts
4290,,(1.8333+0j),0j,,,,,,,chocolate
4291,,(2+0j),,,,,,,,chocolates
4292,,,,,,(0.42857142857142855+0j),(0.028571428571428574+0j),,,choe
4293,,,,,,(1+0j),(0.05+0j),,,choe yong-gon
4294,,(1.8571+0j),0j,,,0j,0j,,,choice
4295,,(1.6667+0j),,,,,,,,choices
4296,,(3.2+0j),(0.5+0j),,,,,,,choir
4297,,,0j,,,,,,,choke
4298,,,0j,,,,,,,choked
4299,,,0j,,,,,,,chokeslammed
4300,,,0j,,,,,,,cholera
4301,,,0j,,,,,,,cholerae
4302,,,0j,,,,,,,cholesterol
4303,(0.5+0j),,,,,,,,,cholesterol synthesis
4304,,,0j,,,,,,,chondrite
4305,,,(1+0j),,,,,,,chondrosteans
4306,,(1.6667+0j),0j,0j,0j,0j,0j,0j,0j,choose
4307,,,,0j,0j,,,,,choose such a time
4308,,(2.1667+0j),0j,,,,,,,chooses
4309,,(2.1429+0j),0j,,,,,,,choosing
4310,,(3.1667+0j),(0.5+0j),,,(1+0j),(0.05+0j),,,chopped
4311,,,,,,(1+0j),(0.1+0j),,,chopped off
4312,,,0j,,,,,,,choppers
4313,,,0j,,,,,,,chopstick
4314,,,0j,,,,,,,chopsticks
4315,,,0j,,,,,,,choral
4316,,(2.4286+0j),0j,,,,,(1+0j),(0.25+0j),chord
4317,,(2.5+0j),0j,,,,,,,chords
4318,,,0j,,,,,,,chores
4319,,(3+0j),0j,,,,,,,chorus
4320,,(1.5+0j),0j,,,0j,0j,,,chose
4321,,(2.2857+0j),0j,,,,,,,chosen
4322,,,0j,,,,,,,chosen-plaintext
4323,,(1.8333+0j),,,,,,,,chris
4324,,(2+0j),0j,,,,,,,christ
4325,,(4.2+0j),,,,,,,,christchurch
4326,,,0j,,,,,,,christened
4327,,(3.6+0j),,,,,,,,christensen
4328,,(3.1667+0j),,,,,,,,christi
4329,,(1.8+0j),0j,,,,,0j,0j,christian
4330,,(2.8+0j),,,,,,,,christianity
4331,,(2+0j),,,,,,,,christians
4332,,(3.3333+0j),,,,,,,,christie
4333,,(2.8+0j),,,,,,,,christina
4334,,(3.3333+0j),,,,0j,0j,,,christine
4335,,(1.8333+0j),,,,,,0j,0j,christmas
4336,,(2.6667+0j),,,,,,,,christopher
4337,,(2.6+0j),,,,,,,,christy
4338,,,,,,,,(1+0j),(0.95+0j),chromatophores
4339,,(2.5714+0j),,,,,,,,chrome
4340,(0.5588235294117647+0j),,,,,,,,,chromosomal position
4341,,(4.7143+0j),(0.4+0j),,,,,,,chromosome
4342,,,0j,,,,,,,chromosomes
4343,,(3.7143+0j),0j,,,,,,,chronic
4344,(0.4107142857142857+0j),,,,,,,,,chronic treatment
4345,,(4+0j),,,,,,,,chronicle
4346,,,(1+0j),,,,,,,chroniclers
4347,,(3.6667+0j),(0.3333333333333333+0j),,,,,,,chronicles
4348,,(4.1667+0j),0j,,,,,,,chronological
4349,,,0j,,,,,,,chronology
4350,,,0j,,,,,,,chronometer
4351,,(3.5714+0j),,,,,,,,chrysler
4352,,,,,,0j,0j,,,chu
4353,,(2+0j),,,,,,,,chubby
4354,,(2.4286+0j),,,,,,,,chuck
4355,,(3.3333+0j),,,,,,,,chung
4356,,(2.5+0j),,,,,,,,chunk
4357,,,0j,,,,,,,chunks
4358,,(2.3333+0j),0j,0j,0j,0j,0j,0j,0j,church
4359,,,,,,,,(1+0j),(0.35+0j),church-run
4360,,(1.8571+0j),0j,,,,,,,churches
4361,,(2.8333+0j),,,,,,,,churchill
4362,,,(1+0j),,,,,,,churros
4363,,(3.1429+0j),,,,0j,0j,,,cia
4364,(0.4987745098039216+0j),,,,,,,,,cia incidence
4365,(0.5882352941176471+0j),,,,,,,,,cia severity
4366,(0.6668198529411764+0j),,,,,,,,,cia susceptibility
4367,,(5+0j),,,,,,,,cialis
4368,,(3.6667+0j),,,,,,,,ciao
4369,,,(1+0j),,,,,,,cidomo
4370,,(1.8571+0j),,,,,,,,cigar
4371,,(2.2857+0j),0j,,,,,,,cigarette
4372,,(2.2857+0j),0j,,,,,,,cigarettes
4373,,(2.2857+0j),,,,,,,,cigars
4374,,,0j,,,,,,,cilia
4375,,(4.8+0j),,,,,,,,cimel
4376,,(3+0j),,,,,,,,cincinnati
4377,,(2.4286+0j),,,,,,,,cinderella
4378,,(2+0j),,,,,,0j,0j,cindy
4379,,(2.4+0j),0j,,,,,,,cinema
4380,,(2.5+0j),,,,,,,,cinemas
4381,,,(1+0j),,,,,,,cinematic
4382,,,0j,,,,,,,cinematographer
4383,,,(1+0j),,,,,,,cinematography
4384,,,0j,,,,,,,cinnamon
4385,,(3.4+0j),,,,,,,,cio
4386,,,(0.75+0j),,,,,,,cipher
4387,,,(1+0j),,,,,,,ciphered
4388,,,(1+0j),,,,,,,ciphers
4389,,,(1+0j),,,,,,,ciphertext
4390,,,(1+0j),,,,,,,ciphertext-only
4391,,(3.6667+0j),,,,,,,,circa
4392,,,0j,,,,,,,circadian
4393,,(1.8571+0j),0j,0j,0j,,,,,circle
4394,,(2.2+0j),0j,,,,,,,circles
4395,,,0j,,,,,,,circling
4396,,(3.1667+0j),(0.2+0j),,,(0.3333333333333333+0j),(0.016666666666666666+0j),0j,0j,circuit
4397,(0.6166666666666667+0j),,,,,,,,,circuit assembly
4398,,,,,,(1+0j),(0.15+0j),,,circuit de la sarthe
4399,,,,,,,,(1+0j),(0.05+0j),circuit park zandvoort
4400,,(2.8571+0j),0j,,,,,,,circuits
4401,,(2.2857+0j),0j,,,,,,,circular
4402,,,0j,,,,,,,circulate
4403,,(3.5+0j),0j,,,,,,,circulated
4404,,,0j,,,,,,,circulates
4405,,(3.3333+0j),0j,,,,,,,circulation
4406,,,0j,,,,,,,circumcision
4407,,,0j,,,,,,,circumference
4408,,,0j,,,,,,,circumscribing
4409,,,(1+0j),,,,,,,circumscription
4410,,(3.3333+0j),,,,,,,,circumstance
4411,,(3.7143+0j),0j,,,(1+0j),(0.55+0j),,,circumstances
4412,,(2+0j),0j,,,,,,,circus
4413,,,0j,,,,,,,cirrus
4414,,(3.8+0j),,,,,,,,cis
4415,,,0j,,,,,,,cistern
4416,,,0j,,,,,,,citadel
4417,,,,,,,,(0.5+0j),(0.025+0j),citar
4418,,,,,,,,(1+0j),(0.1+0j),citars
4419,,(4.1429+0j),(0.08333333333333333+0j),,,,,,,citation
4420,,(3.6667+0j),0j,,,,,,,citations
4421,,(3.3333+0j),0j,,,,,,,cite
4422,,(3.3333+0j),(0.125+0j),,,(1+0j),(0.11666666666666665+0j),(1+0j),(0.25+0j),cited
4423,,(2.5714+0j),0j,,,(1+0j),(0.25+0j),,,cites
4424,,(1.5+0j),0j,0j,0j,0j,0j,0j,0j,cities
4425,,(3.5+0j),0j,,,(1+0j),(0.1+0j),,,citing
4426,,(2.5+0j),0j,,,,,,,citizen
4427,,(2.3333+0j),0j,(0.5+0j),(0.075+0j),(0.5+0j),(0.025000000000000005+0j),,,citizens
4428,,(2.8571+0j),0j,,,,,,,citizenship
4429,,(3.3333+0j),,,,,,,,citrix
4430,,(5.2+0j),,,,,,,,citroen
4431,,(2.7143+0j),0j,,,,,0j,0j,citrus
4432,,(1.3333+0j),0j,0j,0j,0j,0j,0j,0j,city
4433,,,,,,,,(1+0j),(0.05+0j),city of manchester stadium
4434,,,0j,,,,,,,city-state
4435,,,0j,,,,,,,city-states
4436,,(2.6+0j),,,,,,,,citysearch
4437,,,(1+0j),,,,,,,ciutats
4438,,(3.1429+0j),0j,,,,,0j,0j,civic
4439,,(2.3333+0j),0j,0j,0j,(1+0j),(0.1+0j),0j,0j,civil
4440,,,,,,(1+0j),(0.05+0j),,,civil aviation authority
4441,,,,,,,,(1+0j),(0.3+0j),civil engineer
4442,(0.3157894736842105+0j),,,,,,,,,civil personnel
4443,,,,(1+0j),(0.05+0j),,,(1+0j),(0.1+0j),civil war
4444,,(3.1429+0j),,0j,0j,(1+0j),(0.3+0j),,,civilian
4445,,,,0j,0j,,,,,civilian and military monitors
4446,(0.3249999999999999+0j),,,,,,,,,civilian government
4447,,,,,,(1+0j),(0.1+0j),,,civilian passengers
4448,,(2.5+0j),,(1+0j),(0.15+0j),,,,,civilians
4449,(0.3166666666666666+0j),,,,,,,,,civilised society
4450,,(3.2857+0j),0j,,,(1+0j),(0.4+0j),,,civilization
4451,,,0j,,,,,,,civilizations
4452,,,0j,,,,,,,civilized
4453,,,(0.5+0j),,,,,,,clad
4454,,,0j,,,,,,,clade
4455,,,(1+0j),,,,,,,clades
4456,,(1.8333+0j),0j,0j,0j,0j,0j,(1+0j),(0.05+0j),claim
4457,,,,(1+0j),(0.1+0j),,,,,claim of sovereignty
4458,,(5+0j),,,,,,,,claimant
4459,,,0j,(1+0j),(0.8+0j),,,,,claimants
4460,,(2.3333+0j),(0.047619047619047616+0j),(0.6666666666666666+0j),(0.07222222222222223+0j),(1+0j),(0.15+0j),(1+0j),(0.15+0j),claimed
4461,,,,(0.3333333333333333+0j),(0.049999999999999996+0j),,,,,claimed responsibility
4462,,(3.3333+0j),0j,0j,0j,0j,0j,,,claiming
4463,,,,,,(1+0j),(0.15+0j),,,claiming asylum
4464,,(2.5714+0j),0j,0j,0j,(0.8+0j),(0.07+0j),(1+0j),(0.1+0j),claims
4465,,(2.2+0j),,,,,,,,clair
4466,,(2.7143+0j),,,,,,,,claire
4467,,,0j,,,,,,,clam
4468,,,,(1+0j),(0.8+0j),,,,,clamoring
4469,,,,(1+0j),(0.05+0j),,,,,clamoring for
4470,,,,(1+0j),(0.675+0j),,,,,clamp-down
4471,,,,0j,0j,,,,,clamp-down in the capital
4472,,,0j,,,,,,,clamps
4473,,,,(1+0j),(0.15+0j),,,,,clams
4474,,,0j,,,,,,,clamshell
4475,,(3.2+0j),0j,,,,,,,clan
4476,,(3.5+0j),,,,,,,,clancy
4477,,,(1+0j),,,,,,,clandestinely
4478,,,(0.5+0j),,,,,,,clans
4479,,,,(1+0j),(0.1+0j),,,,,clapped
4480,,(2.5+0j),,,,,,,,clara
4481,,(3.1667+0j),,,,,,,,clare
4482,,(3+0j),,,,,,,,clarence
4483,,(3.1429+0j),,,,,,,,clarification
4484,,,0j,,,,,,,clarified
4485,,(2.7143+0j),0j,,,,,,,clarify
4486,,,,,,,,(0.5+0j),(0.075+0j),clarinet
4487,,,,,,,,(1+0j),(0.05+0j),clarinet concerto and clarinet quintet
4488,,,,,,,,(1+0j),(0.4+0j),clarinets
4489,,(4.4+0j),,,,,,,,clarion
4490,,(2.7143+0j),,(1+0j),(0.3+0j),,,,,clarity
4491,,(2.1667+0j),,,,,,,,clark
4492,,(3+0j),,,,,,,,clarke
4493,,(3.5+0j),,,,,,,,clarkson
4494,,(2.3333+0j),0j,,,,,,,clash
4495,,,0j,(1+0j),(0.15+0j),,,,,clashed
4496,,,,(0.7647058823529411+0j),(0.11764705882352941+0j),,,,,clashes
4497,,,0j,(1+0j),(0.4+0j),,,,,clashing
4498,,,,(1+0j),(0.05+0j),,,,,clashing with guards
4499,,(1.7143+0j),(0.04878048780487805+0j),,,,,0j,0j,class
4500,,,0j,(1+0j),(0.1+0j),,,,,classed
4501,,(1.2+0j),0j,,,,,0j,0j,classes
4502,,(2.2857+0j),0j,,,,,,,classic
4503,,(2.8571+0j),0j,,,,,,,classical
4504,,,0j,,,,,,,classically
4505,,(3+0j),0j,,,,,,,classics
4506,,(2.8+0j),0j,,,,,,,classification
4507,,(3+0j),0j,,,,,,,classifications
4508,,(3.6667+0j),0j,,,,,(1+0j),(0.05+0j),classified
4509,,(4.1667+0j),,,,,,,,classifieds
4510,,,(1+0j),,,,,,,classifier
4511,,,0j,,,,,,,classify
4512,,,0j,,,,,,,classifying
4513,,,,0j,0j,,,,,classmate
4514,,(2.5+0j),0j,,,,,,,classmates
4515,,(2+0j),,,,,,,,classroom
4516,,(2.1429+0j),0j,,,,,,,classrooms
4517,,,0j,,,,,,,clasts
4518,,(3.3333+0j),,,,,,,,claude
4519,,(2.6667+0j),,,,,,,,claudia
4520,,(3.1429+0j),,,,,,,,clause
4521,,(3.2857+0j),,,,,,,,clauses
4522,,,(0.2+0j),,,,,,,claw
4523,,,0j,,,,,(1+0j),(0.25+0j),claws
4524,,(2+0j),(0.14285714285714285+0j),,,,,,,clay
4525,,,0j,,,,,,,clays
4526,,(3.3333+0j),,,,,,,,clayton
4527,,(4.8+0j),,,,,,,,cle
4528,,(1.5714+0j),0j,0j,0j,,,,,clean
4529,,,,(1+0j),(0.05+0j),,,,,clean up
4530,,,,(0.5+0j),(0.07500000000000001+0j),,,,,clean-up
4531,,,,(1+0j),(0.05+0j),,,,,clean-up framework
4532,,,,(0.5+0j),(0.05+0j),,,,,clean-up of its banks
4533,,,,(1+0j),(0.05+0j),,,,,clean-up of troubled banks
4534,,,,(1+0j),(0.2+0j),,,,,clean-ups
4535,,(1.8333+0j),0j,,,,,,,cleaned
4536,,(2.1429+0j),,,,,,,,cleaner
4537,,(2.1429+0j),,,,,,,,cleaners
4538,,(2.3333+0j),0j,0j,0j,,,,,cleaning
4539,,(2.4286+0j),,,,,,,,cleanliness
4540,,(3.6+0j),,(1+0j),(0.1+0j),,,,,cleansing
4541,,(3+0j),,,,,,,,cleanup
